"id","fecha","edad","perfil","objetivo","razon","monto ARS","Instrumento"
"4282","19/08/2024","menos de 25 años","Conservador","Retiro","Proyecto personal","24219","Fondos"
"4283","29/02/2024","más de 46 años","Moderado","Inversión","Vehículo","29382","Fondos"
"4284","18/01/2025","entre 36 y 45 años","Agresivo","Retiro","Proyecto personal","68303","Bonos"
"4285","01/03/2024","entre 26 y 35 años","Conservador","Otro","Sin motivo específico","73314","Bonos"
"4286","30/07/2024","menos de 25 años","Conservador","Inversión","Aprendizaje","22776","Fondos"
"4287","27/10/2024","entre 36 y 45 años","Moderado","Ahorro","Vivienda","22480","ETF"
"4288","05/11/2024","más de 46 años","Conservador","Aumentar ingresos","Sin motivo específico","82284","Fondos"
"4289","03/03/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Vacaciones","20137","Acciones"
"4290","21/04/2024","entre 26 y 35 años","Moderado","Retiro","Vivienda","71437","ETF"
"4291","08/05/2024","más de 46 años","Agresivo","Aumentar ingresos","Aprendizaje","87018","Fondos"
"4292","11/06/2024","menos de 25 años","Conservador","Otro","Vacaciones","83037","Fondos"
"4293","10/02/2024","entre 26 y 35 años","Conservador","Retiro","Sin motivo específico","20179","Fondos"
"4294","16/08/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Aprendizaje","28221","Fondos"
"4295","18/04/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Proyecto personal","31883","Bonos"
"4296","07/02/2024","entre 26 y 35 años","Moderado","Otro","Vacaciones","59077","Fondos"
"4297","21/02/2024","menos de 25 años","Agresivo","Ahorro","Proyecto personal","28940","Bonos"
"4298","17/11/2024","más de 46 años","Agresivo","Otro","Educación","23300","Bonos"
"4299","28/11/2024","entre 26 y 35 años","Agresivo","Inversión","Vivienda","69909","Fondos"
"4300","01/07/2024","entre 36 y 45 años","Agresivo","Otro","Vacaciones","82173","Bonos"
"4301","14/03/2024","menos de 25 años","Conservador","Inversión","Sin motivo específico","22778","Acciones"
"4302","12/08/2024","más de 46 años","Conservador","Inversión","Vivienda","94152","Fondos"
"4303","04/12/2024","entre 36 y 45 años","Conservador","Inversión","Educación","65890","Acciones"
"4304","27/01/2025","más de 46 años","Conservador","Otro","Aprendizaje","53474","Acciones"
"4305","18/12/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Aprendizaje","43193","Fondos"
"4306","18/04/2024","entre 36 y 45 años","Agresivo","Otro","Vehículo","83248","Acciones"
"4307","02/04/2024","más de 46 años","Conservador","Aumentar ingresos","Proyecto personal","26520","Acciones"
"4308","29/09/2024","entre 26 y 35 años","Agresivo","Inversión","Vacaciones","47359","ETF"
"4309","07/06/2024","menos de 25 años","Moderado","Aumentar ingresos","Vivienda","20220","ETF"
"4310","15/04/2024","entre 26 y 35 años","Agresivo","Retiro","Educación","45844","Bonos"
"4311","08/11/2024","menos de 25 años","Moderado","Ahorro","Proyecto personal","68290","Fondos"
"4312","16/10/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Vehículo","22116","Fondos"
"4313","08/08/2024","menos de 25 años","Conservador","Retiro","Educación","40361","Fondos"
"4314","25/03/2024","menos de 25 años","Moderado","Retiro","Vacaciones","58694","Acciones"
"4315","15/03/2024","más de 46 años","Conservador","Ahorro","Proyecto personal","38446","ETF"
"4316","05/02/2024","entre 26 y 35 años","Moderado","Ahorro","Educación","78204","Fondos"
"4317","14/11/2024","entre 36 y 45 años","Moderado","Inversión","Educación","69531","Bonos"
"4318","21/11/2024","menos de 25 años","Moderado","Ahorro","Vacaciones","89824","Fondos"
"4319","24/08/2024","entre 26 y 35 años","Agresivo","Otro","Aprendizaje","68704","Bonos"
"4320","31/07/2024","entre 36 y 45 años","Moderado","Inversión","Educación","83278","ETF"
"4321","07/12/2024","menos de 25 años","Agresivo","Otro","Vehículo","96036","Bonos"
"4322","07/12/2024","más de 46 años","Agresivo","Inversión","Aprendizaje","94772","Bonos"
"4323","24/08/2024","entre 36 y 45 años","Conservador","Ahorro","Proyecto personal","24081","Bonos"
"4324","05/10/2024","entre 36 y 45 años","Moderado","Retiro","Aprendizaje","20979","Bonos"
"4325","24/02/2024","más de 46 años","Agresivo","Aumentar ingresos","Proyecto personal","76160","Acciones"
"4326","14/06/2024","más de 46 años","Agresivo","Ahorro","Aprendizaje","26455","ETF"
"4327","02/10/2024","más de 46 años","Conservador","Retiro","Proyecto personal","35904","ETF"
"4328","26/09/2024","más de 46 años","Agresivo","Otro","Vivienda","79360","Fondos"
"4329","08/10/2024","más de 46 años","Moderado","Retiro","Educación","73913","Bonos"
"4330","20/03/2024","menos de 25 años","Moderado","Otro","Aprendizaje","60038","ETF"
"4331","09/12/2024","menos de 25 años","Conservador","Aumentar ingresos","Sin motivo específico","88526","Bonos"
"4332","30/10/2024","más de 46 años","Agresivo","Otro","Proyecto personal","88840","Bonos"
"4333","19/05/2024","menos de 25 años","Moderado","Aumentar ingresos","Vacaciones","21314","Acciones"
"4334","31/05/2024","entre 26 y 35 años","Moderado","Otro","Vehículo","87251","Acciones"
"4335","25/01/2025","entre 36 y 45 años","Agresivo","Ahorro","Proyecto personal","72286","Bonos"
"4336","13/01/2025","menos de 25 años","Moderado","Otro","Educación","31508","ETF"
"4337","24/04/2024","menos de 25 años","Agresivo","Retiro","Proyecto personal","42717","Fondos"
"4338","20/12/2024","más de 46 años","Agresivo","Ahorro","Educación","60249","Acciones"
"4339","07/10/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Aprendizaje","35836","ETF"
"4340","12/10/2024","más de 46 años","Agresivo","Aumentar ingresos","Vacaciones","67603","Acciones"
"4341","11/03/2024","entre 36 y 45 años","Moderado","Inversión","Proyecto personal","63811","Bonos"
"4342","28/08/2024","entre 36 y 45 años","Moderado","Ahorro","Vivienda","57115","ETF"
"4343","02/04/2024","menos de 25 años","Moderado","Otro","Educación","74488","Fondos"
"4344","03/06/2024","más de 46 años","Moderado","Ahorro","Vivienda","83372","Bonos"
"4345","21/09/2024","entre 36 y 45 años","Conservador","Inversión","Sin motivo específico","82423","Acciones"
"4346","25/07/2024","más de 46 años","Conservador","Retiro","Vivienda","94736","Fondos"
"4347","30/11/2024","entre 36 y 45 años","Agresivo","Inversión","Sin motivo específico","28322","Acciones"
"4348","11/07/2024","entre 36 y 45 años","Moderado","Otro","Educación","95008","Bonos"
"4349","11/01/2025","más de 46 años","Agresivo","Retiro","Vehículo","82233","Fondos"
"4350","12/03/2024","entre 36 y 45 años","Conservador","Retiro","Educación","40047","Bonos"
"4351","14/05/2024","menos de 25 años","Conservador","Ahorro","Aprendizaje","77033","ETF"
"4352","15/05/2024","entre 36 y 45 años","Agresivo","Otro","Educación","53856","Acciones"
"4353","13/07/2024","entre 26 y 35 años","Conservador","Ahorro","Vehículo","28285","Acciones"
"4354","18/09/2024","menos de 25 años","Agresivo","Retiro","Vacaciones","69059","Fondos"
"4355","10/10/2024","más de 46 años","Moderado","Retiro","Educación","34310","Acciones"
"4356","28/12/2024","más de 46 años","Agresivo","Aumentar ingresos","Vacaciones","89631","Bonos"
"4357","20/04/2024","entre 36 y 45 años","Agresivo","Ahorro","Vehículo","46939","Bonos"
"4358","24/02/2024","más de 46 años","Conservador","Inversión","Vehículo","37591","ETF"
"4359","23/12/2024","más de 46 años","Moderado","Inversión","Proyecto personal","89952","Acciones"
"4360","20/12/2024","entre 26 y 35 años","Conservador","Ahorro","Educación","40280","Bonos"
"4361","10/06/2024","menos de 25 años","Moderado","Retiro","Aprendizaje","94078","Acciones"
"4362","14/04/2024","más de 46 años","Moderado","Inversión","Vivienda","25038","Bonos"
"4363","28/12/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Sin motivo específico","73684","Fondos"
"4364","28/11/2024","más de 46 años","Agresivo","Aumentar ingresos","Educación","39416","Acciones"
"4365","22/04/2024","entre 26 y 35 años","Moderado","Retiro","Vehículo","62128","Acciones"
"4366","16/10/2024","entre 26 y 35 años","Conservador","Otro","Educación","84235","Bonos"
"4367","07/12/2024","entre 26 y 35 años","Agresivo","Retiro","Proyecto personal","44650","Bonos"
"4368","21/07/2024","entre 36 y 45 años","Conservador","Ahorro","Vehículo","57386","Bonos"
"4369","12/12/2024","entre 26 y 35 años","Moderado","Retiro","Aprendizaje","71584","Acciones"
"4370","16/11/2024","entre 26 y 35 años","Moderado","Otro","Proyecto personal","91944","Acciones"
"4371","27/11/2024","entre 26 y 35 años","Moderado","Inversión","Vacaciones","93325","Acciones"
"4372","22/05/2024","menos de 25 años","Conservador","Inversión","Vehículo","57078","Bonos"
"4373","04/06/2024","más de 46 años","Conservador","Aumentar ingresos","Vivienda","71931","Acciones"
"4374","23/01/2025","entre 36 y 45 años","Moderado","Inversión","Educación","20592","Acciones"
"4375","19/10/2024","entre 26 y 35 años","Agresivo","Inversión","Proyecto personal","92368","Bonos"
"4376","09/11/2024","menos de 25 años","Conservador","Inversión","Vehículo","45225","Acciones"
"4377","09/04/2024","entre 36 y 45 años","Agresivo","Ahorro","Aprendizaje","41411","Acciones"
"4378","17/02/2024","menos de 25 años","Moderado","Retiro","Vivienda","35975","Fondos"
"4379","04/10/2024","más de 46 años","Conservador","Aumentar ingresos","Vehículo","42654","Fondos"
"4380","04/06/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Aprendizaje","49145","Fondos"
"4381","27/07/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Sin motivo específico","83272","ETF"
"4382","03/10/2024","entre 26 y 35 años","Conservador","Retiro","Vivienda","72987","Fondos"
"4383","21/06/2024","entre 26 y 35 años","Agresivo","Otro","Vacaciones","74845","Acciones"
"4384","20/06/2024","entre 36 y 45 años","Moderado","Retiro","Vacaciones","82917","Acciones"
"4385","19/09/2024","menos de 25 años","Conservador","Otro","Vivienda","86880","Bonos"
"4386","09/02/2024","entre 26 y 35 años","Agresivo","Otro","Vivienda","71386","ETF"
"4387","11/10/2024","menos de 25 años","Agresivo","Aumentar ingresos","Vacaciones","80243","Acciones"
"4388","17/10/2024","menos de 25 años","Agresivo","Retiro","Educación","28862","Fondos"
"4389","21/01/2025","más de 46 años","Moderado","Otro","Vehículo","49792","Fondos"
"4390","09/08/2024","menos de 25 años","Moderado","Otro","Vivienda","29917","ETF"
"4391","09/06/2024","entre 26 y 35 años","Agresivo","Retiro","Proyecto personal","45791","Acciones"
"4392","05/10/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Proyecto personal","27448","Bonos"
"4393","18/10/2024","menos de 25 años","Conservador","Retiro","Vacaciones","52688","Acciones"
"4394","11/04/2024","más de 46 años","Agresivo","Inversión","Aprendizaje","39794","Acciones"
"4395","28/02/2024","más de 46 años","Agresivo","Ahorro","Sin motivo específico","68683","Acciones"
"4396","09/03/2024","entre 36 y 45 años","Moderado","Ahorro","Educación","20834","ETF"
"4397","26/11/2024","más de 46 años","Agresivo","Aumentar ingresos","Vehículo","90409","Fondos"
"4398","25/10/2024","entre 36 y 45 años","Agresivo","Otro","Vivienda","61338","ETF"
"4399","16/07/2024","entre 36 y 45 años","Agresivo","Inversión","Educación","48480","Fondos"
"4400","20/11/2024","más de 46 años","Agresivo","Aumentar ingresos","Aprendizaje","97334","Acciones"
"4401","19/11/2024","menos de 25 años","Conservador","Inversión","Educación","75627","Fondos"
"4402","22/05/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Vacaciones","23434","Bonos"
"4403","28/12/2024","entre 36 y 45 años","Conservador","Ahorro","Educación","20014","Bonos"
"4404","15/07/2024","más de 46 años","Conservador","Retiro","Vehículo","22386","Fondos"
"4405","03/08/2024","más de 46 años","Agresivo","Ahorro","Vacaciones","50245","ETF"
"4406","01/08/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Sin motivo específico","79099","Bonos"
"4407","17/11/2024","más de 46 años","Agresivo","Otro","Vehículo","35685","Fondos"
"4408","02/10/2024","menos de 25 años","Conservador","Aumentar ingresos","Proyecto personal","58681","Fondos"
"4409","21/05/2024","entre 26 y 35 años","Moderado","Otro","Vivienda","58916","ETF"
"4410","19/09/2024","más de 46 años","Agresivo","Retiro","Educación","84514","Fondos"
"4411","08/07/2024","entre 26 y 35 años","Conservador","Retiro","Vivienda","35678","ETF"
"4412","30/11/2024","menos de 25 años","Moderado","Otro","Vehículo","40752","Fondos"
"4413","22/02/2024","entre 26 y 35 años","Moderado","Retiro","Aprendizaje","20938","Fondos"
"4414","26/07/2024","entre 36 y 45 años","Moderado","Inversión","Vacaciones","67748","Bonos"
"4415","14/07/2024","más de 46 años","Moderado","Ahorro","Vivienda","76263","ETF"
"4416","23/03/2024","entre 36 y 45 años","Agresivo","Otro","Sin motivo específico","88737","ETF"
"4417","24/06/2024","entre 36 y 45 años","Moderado","Inversión","Sin motivo específico","92440","Acciones"
"4418","24/05/2024","menos de 25 años","Agresivo","Aumentar ingresos","Vacaciones","86435","Acciones"
"4419","03/10/2024","más de 46 años","Conservador","Aumentar ingresos","Vacaciones","37668","Fondos"
"4420","08/04/2024","más de 46 años","Conservador","Aumentar ingresos","Sin motivo específico","89519","Fondos"
"4421","24/02/2024","entre 26 y 35 años","Conservador","Otro","Vehículo","45378","Bonos"
"4422","19/12/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Aprendizaje","63184","Acciones"
"4423","18/08/2024","entre 36 y 45 años","Moderado","Ahorro","Sin motivo específico","75847","Fondos"
"4424","06/12/2024","entre 26 y 35 años","Moderado","Retiro","Proyecto personal","53987","Bonos"
"4425","12/07/2024","entre 36 y 45 años","Conservador","Ahorro","Sin motivo específico","61472","Bonos"
"4426","22/02/2024","menos de 25 años","Moderado","Retiro","Aprendizaje","60728","Acciones"
"4427","10/06/2024","menos de 25 años","Moderado","Ahorro","Aprendizaje","47873","Acciones"
"4428","06/01/2025","entre 26 y 35 años","Agresivo","Aumentar ingresos","Vivienda","77302","Fondos"
"4429","05/02/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Vehículo","71934","ETF"
"4430","05/11/2024","entre 26 y 35 años","Conservador","Aumentar ingresos","Vivienda","26807","Fondos"
"4431","21/09/2024","más de 46 años","Moderado","Retiro","Sin motivo específico","55458","Acciones"
"4432","02/11/2024","entre 26 y 35 años","Moderado","Otro","Proyecto personal","35215","ETF"
"4433","14/10/2024","entre 36 y 45 años","Moderado","Inversión","Vehículo","45632","Fondos"
"4434","18/07/2024","entre 26 y 35 años","Agresivo","Aumentar ingresos","Proyecto personal","77892","Fondos"
"4435","23/02/2024","entre 36 y 45 años","Moderado","Aumentar ingresos","Vivienda","70883","Fondos"
"4436","24/10/2024","entre 36 y 45 años","Moderado","Ahorro","Sin motivo específico","90526","Bonos"
"4437","03/09/2024","entre 36 y 45 años","Conservador","Retiro","Sin motivo específico","51947","ETF"
"4438","05/06/2024","menos de 25 años","Agresivo","Retiro","Vacaciones","53821","ETF"
"4439","01/08/2024","entre 36 y 45 años","Conservador","Aumentar ingresos","Educación","23066","Acciones"
"4440","17/03/2024","menos de 25 años","Conservador","Ahorro","Aprendizaje","57277","Bonos"
"4441","18/09/2024","entre 26 y 35 años","Agresivo","Retiro","Educación","86221","ETF"
"4442","19/11/2024","menos de 25 años","Agresivo","Retiro","Sin motivo específico","37957","Bonos"
"4443","06/02/2024","más de 46 años","Moderado","Inversión","Proyecto personal","81157","Fondos"
"4444","22/03/2024","entre 36 y 45 años","Agresivo","Retiro","Aprendizaje","51741","ETF"
"4445","27/11/2024","entre 26 y 35 años","Moderado","Otro","Vehículo","60558","ETF"
"4446","06/01/2025","entre 36 y 45 años","Agresivo","Aumentar ingresos","Proyecto personal","95082","ETF"
"4447","08/01/2025","más de 46 años","Agresivo","Otro","Educación","56760","Acciones"
"4448","17/12/2024","menos de 25 años","Agresivo","Inversión","Sin motivo específico","26160","Acciones"
"4449","11/04/2024","entre 36 y 45 años","Agresivo","Aumentar ingresos","Vacaciones","24844","Acciones"
"4450","25/07/2024","entre 26 y 35 años","Agresivo","Inversión","Aprendizaje","43788","ETF"
"4451","28/06/2024","entre 26 y 35 años","Conservador","Otro","Proyecto personal","37167","Acciones"
"4452","07/08/2024","menos de 25 años","Conservador","Otro","Vivienda","96314","ETF"
